member_id,full_name,gender,birth_year,phone,register_date,home_branch
M0335,จิราพร เชียงทอง,F,2006,090-573-5221,2023-12-25,cmu
M0336,ธิดารัตน์ วงศ์ใหญ่,F,1987,+66967454220,2024-04-26,thaphae
M0337,วีรภาพ กันยา,M,2007,+66923686560,2024-10-27,cmu
M0338,กมลชนก ปันแก้ว,F,2004,097-520-2545,2023-11-01,thaphae
M0339,ธีรภัทร ปิ่นแก้ว,M,1982,0823814674,2023-03-31,nimman
M0340,ธีรภัทร นันทะ,M,2004,0832953250,2023-10-09,cmu
M0341,นันทนา ไชยวงศ์,F,2008,062-118-1596,2024-03-27,cmu
M0342,พิมพ์ชนก เรือนคำ,F,1997,064-375-9478,2024-05-22,nimman
M0343,เอกชัย อินต๊ะ,M,2007,0888942518,2024-12-27,thaphae
M0344,ปิยะดา อินต๊ะ,F,2004,+66667304815,2023-07-30,cmu
M0345,สุภาวดี สุวรรณรัตน์,F,1997,085-135-6084,2025-08-22,nimman
M0346,กัญญาณัฐ สายสุข,F,2006,084-882-3531,2023-11-30,cmu
M0347,ธิดารัตน์ แก้วมณี,F,2005,064-428-8132,2025-10-07,cmu
M0348,ศิริพร พรหมมา,F,1876,+66680109657,2024-10-03,nimman
M0349,เอกชัย สายสุข,M,2002,082 432 6447,2023-04-13,cmu
M0350,กิตติพัฒน์ ไชยวงศ์,M,1999,0868128327,2023-04-10,nimman
M0351,ภูมิพัฒน์ หลวงแสน,M,1989,099-697-7100,2024-10-11,thaphae
M0352,พิมพ์ชนก มอรสิล,F,1978,+66833351169,2023-10-27,thaphae
M0353,ชยพล เรือนคำ,M,,084-016-9519,2024-07-25,nimman
M0354,ชยพล ศรีสุข,M,1981,060 616 4963,2023-04-06,nimman
M0355,ณัฐธิดา แสงทอง,F,2008,0832042140,2025-12-20,cmu
M0356,นันทนา สุวรรณรัตน์,F,1990,+66608302206,2023-04-15,thaphae
M0357,วีรภาพ ใจดี,M,2551,0972398423,2024-08-12,cmu
M0358,อรอุมา พรหมมา,F,,091-262-2911,2025-10-15,nimman
M0359,ปิยะดา จันทร์แก้ว,F,1987,092 849 0378,2023-08-31,nimman
M0360,กิตติพัฒน์ ศรีวิชัย,M,1986,0672946666,2024-06-09,nimman
M0361,ปวีณา วงค์ชัย,,,+66662581036,2023-12-10,thaphae
M0362,สมชาย กันยา,M,1981,+66645761697,2024-06-10,thaphae
M0363,เอกชัย ปัญญาดี,M,1992,087-491-6154,2024-05-06,nimman
M0364,พิมพ์ชนก วงค์ชัย,F,1988,089-134-8497,2025-02-09,thaphae
M0365,มณีรัตน์ จันทร์แก้ว,,2007,+66876276898,2023-07-18,nimman
M0366,พิมพ์ชนก หลวงแสน,F,1986,0610084464,2024-09-20,nimman
M0367,กัญญาณัฐ เรือนคำ,F,2003,0922713458,2025-10-07,nimman
M0368,ณัฐธิดา ศรีวิชัย,F,,0614177584,2023-07-24,cmu
M0369,ปกรณ์ ทองดี,M,1990,0863659425,2024-12-22,nimman
M0370,วีรภาพ อินทร์แก้ว,M,2005,060 970 7594,2024-07-21,cmu
M0371,กัญญาณัฐ ดวงดี,,1995,0953732853,2025-08-05,nimman
M0372,วรรณภา วงค์ชัย,F,1998,+66975843496,2023-06-17,nimman
M0373,ปวีณา สมบูรณ์,F,2007,099 677 6041,2024-07-12,cmu
M0374,ชยพล สายสุข,M,2006,088-771-7630,2024-08-02,cmu
M0375,ภาคิน สมบูรณ์,,1984,+66920006740,2024-03-31,nimman
M0376,ชนิดา ทองดี,F,1985,094-750-0490,2023-03-19,nimman
M0377,ธีรภัทร บัวบาน,M,2005,092-583-3160,2023-09-30,cmu
M0378,นพดล ศรีสุข,M,1994,0948927392,2023-11-20,nimman
M0379,อรอุมา มอรสิล,F,,0999668177,2023-05-20,cmu
M0380,จิราพร อินต๊ะ,F,2006,+66686191109,2024-06-24,cmu
M0381,ปิยะดา สมบูรณ์,F,1988,098-929-5910,2025-08-26,nimman
M0382,วีรภาพ พรหมมา,M,1996,+66888106079,2025-04-02,nimman
M0383,กฤษดา ธรรมวงศ์,M,1998,+66627623042,2023-05-05,nimman
M0384,วรเมธ บุญมา,M,2007,090 192 6413,2023-01-16,cmu
M0385,จิรายุ พรหมมา,M,1994,+66987681954,2023-10-08,nimman
M0386,ภูมิพัฒน์ จันทร์หอม,M,1980,+66977051438,2025-08-08,thaphae
M0387,จิราพร อินทร์แก้ว,F,2006,068 144 5574,2023-10-16,cmu
M0388,วรเมธ มอรสิล,M,,098 232 1114,2024-08-04,thaphae
M0389,ณัฐวุฒิ ปิ่นแก้ว,M,1988,0945992597,2025-08-30,thaphae
M0390,กมลชนก วงค์ชัย,F,2002,065 344 8570,2025-04-08,nimman
M0391,พิมพ์ชนก ทาคำ,F,1999,068 028 0549,2025-07-27,thaphae
M0392,พิมพ์ชนก ไชยวงศ์,F,1992,+66631671089,2023-06-21,nimman
M0393,นพดล หลวงแสน,M,1973,066-102-0107,2024-10-07,thaphae
M0394,สมชาย พรหมมา,M,2007,085-952-6842,2025-02-20,thaphae
M0395,ชยพล ปันแก้ว,M,1995,081-351-3790,2024-11-18,thaphae
M0396,สุภาวดี มอรสิล,F,2006,068 204 6498,2025-05-12,cmu
M0397,กิตติพัฒน์ จันทร์แก้ว,M,1978,065-066-0828,2024-08-26,thaphae
M0398,กมลชนก ใจดี,F,1999,+66899169308,2024-06-03,nimman
M0399,สิทธิชัย แก้วมณี,M,1991,060 755 8810,2023-05-17,thaphae
M0400,วรเมธ ทองดี,M,2008,+66999748754,2025-06-30,cmu
M0401,วรเมธ ดวงดี,M,,090 482 6895,2023-12-10,nimman
M0402,ชนิดา คำแสน,F,,0659689975,2023-05-10,cmu
M0403,เบญญาภา บุญมา,F,2006,0640281450,2023-07-01,cmu
M0404,ธีรภัทร จันทร์แก้ว,M,2031,061 782 0957,2023-12-17,cmu
M0405,จิราพร กาวิละ,F,2008,099-535-1871,2024-09-29,nimman
M0406,อรอุมา ปัญญาดี,F,1989,086-035-4614,2025-04-08,nimman
M0407,ศิริพร มีสุข,F,1998,0675052749,2024-10-14,nimman
M0408,พงศกร ศรีสุข,M,1992,061-436-0772,2023-06-14,thaphae
M0409,พัชรินทร์ เชียงทอง,F,1989,+66602065236,2023-07-17,nimman
M0410,ชยพล คำมูล,M,2007,0835151122,2023-02-02,cmu
M0411,อัญชิสา ธรรมวงศ์,F,1987,0837505883,2023-09-16,nimman
M0412,สมชาย ไชยวงศ์,M,1991,0831869519,2024-05-16,nimman
M0413,ธิดารัตน์ สุขสวัสดิ์,F,1998,+66601859668,2024-12-24,nimman
M0414,ศุภชัย สายสุข,M,2005,065 307 8746,2024-03-30,cmu
M0415,ธิดารัตน์ คำแสน,F,1989,+66615136998,2023-09-15,nimman
M0416,ภาคิน บุญมา,M,1994,080 941 6358,2023-09-18,thaphae
M0417,กมลชนก คำมูล,F,2006,+66668772386,2023-11-03,thaphae
M0418,ปกรณ์ พรหมมา,M,2004,0659588297,2023-04-28,cmu
M0419,นพดล นันทะ,,2002,0842807406,2024-05-13,nimman
M0420,ธิดารัตน์ ใจมา,F,2006,0937481371,2023-12-18,cmu
M0421,ชนิดา ศรีสุข,F,,0615123648,2023-11-23,cmu
M0422,วรเมธ ศรีวิชัย,M,2003,094-979-8470,2024-09-02,cmu
M0423,รัชนีกร สมบูรณ์,F,2008,065-676-3668,2024-06-11,cmu
M0424,ธีรภัทร ดวงดี,M,,+66987113901,2023-02-02,cmu
M0425,อรอุมา แก้วมณี,F,2001,0927922174,2023-11-07,thaphae
M0426,รัชนีกร แสงทอง,F,1992,+66963217875,2025-03-03,nimman
M0427,อัญชิสา สมบูรณ์,F,1970,062 028 8015,2024-12-24,nimman
M0428,ศุภชัย ใจดี,M,2007,0655308817,2024-02-03,cmu
M0429,ธนากร อินต๊ะ,M,1999,060-845-0666,2025-05-15,thaphae
M0430,ณัฐธิดา ทองดี,,1989,0970549061,2025-08-25,thaphae
M0431,รัชนีกร อุดมศักดิ์,F,2002,082 421 9842,2023-07-19,nimman
M0432,ชยพล เชียงทอง,M,,099 693 6367,2023-12-19,nimman
M0433,กฤษดา วงค์ชัย,M,1985,089 184 3067,2024-05-26,thaphae
M0434,ศุภชัย อินทร์แก้ว,M,1994,+66955465226,2025-10-24,nimman
M0435,วรรณภา อินทร์แก้ว,F,2008,+66962883411,2023-10-18,cmu
M0436,อนุชา ใจมา,M,2003,+66927690830,2025-01-25,nimman
M0437,ธนวัฒน์ สุวรรณรัตน์,M,2006,+66800440325,2025-12-25,nimman
M0438,ศุภชัย มีสุข,M,1990,064-285-8416,2023-05-17,thaphae
M0439,ศิริพร บุญมา,F,2005,0819541268,2025-09-30,cmu
M0440,ปกรณ์ อินทร์แก้ว,M,2005,084-689-3386,2023-10-27,cmu
M0441,ศุภชัย บุญมา,M,,062-066-1014,2023-05-25,nimman
M0442,จิราพร ยอดเมือง,F,2001,060-373-7793,2024-01-16,nimman
M0443,ชนิดา วงค์ชัย,F,1983,+66670472477,2025-07-24,nimman
M0444,กัญญาณัฐ มอรสิล,F,,084 258 7499,2024-05-01,nimman
M0445,กฤษดา ศรีวิชัย,M,1994,0628054410,2024-01-15,nimman
M0446,พงศกร เชียงทอง,M,2004,099 450 1834,2024-10-08,cmu
M0447,สิทธิชัย ใจมา,M,2004,085 729 6707,2024-01-04,cmu
M0448,ภูมิพัฒน์ ยอดเมือง,M,1975,064 134 9136,2023-09-17,thaphae
M0449,พัชรินทร์ ทองดี,F,1987,0803126520,2023-09-05,thaphae
M0450,พงศกร จันทร์หอม,M,2004,080 545 6389,2023-05-02,cmu
M0451,รัชนีกร เรือนคำ,F,,+66848925446,2025-12-19,nimman
M0452,ปวีณา คำแสน,F,1993,065 498 5146,2023-10-26,nimman
M0453,มณีรัตน์ บัวบาน,F,2004,0970623600,2024-05-04,cmu
M0454,ชยพล ทองดี,M,2001,+66907276536,2025-12-28,nimman
M0455,อรอุมา นันทะ,F,1985,068-137-7311,2025-01-19,thaphae
M0456,ภูมิพัฒน์ คำแสน,M,2005,+66695321914,2024-06-08,cmu
M0457,จิราพร ปิ่นแก้ว,F,1998,+66824034489,2025-03-10,thaphae
M0458,ศิริพร ดวงดี,F,2003,+66951526853,2025-10-26,cmu
M0459,กิตติพัฒน์ จันทร์หอม,M,2003,+66659595374,2023-10-28,cmu
M0460,นันทนา มีสุข,F,,084 819 4877,2025-09-22,cmu
M0461,ณัฐวุฒิ อินต๊ะ,M,2007,097-136-8804,2023-01-12,cmu
M0462,กฤษดา ปิ่นแก้ว,M,2031,094-626-4230,2023-11-27,nimman
M0463,อัญชิสา สุวรรณรัตน์,F,,0670237083,2023-05-18,nimman
M0464,รัชนีกร มอรสิล,F,1985,0666052851,2025-08-28,nimman
M0465,ปิยะดา วงค์ชัย,F,1986,0615232249,2024-11-26,nimman
M0466,ธนวัฒน์ วงศ์ใหญ่,M,2002,085-752-5725,2025-01-15,cmu
M0467,ภูมิพัฒน์ บัวบาน,M,1990,0657633781,2025-07-14,nimman
M0468,วรรณภา วงศ์ใหญ่,,1991,099-329-2445,2023-10-22,nimman
M0469,นันทนา อินทร์แก้ว,F,2008,0656877746,2023-11-12,cmu
M0470,ปวีณา บัวบาน,F,2007,065 385 1264,2023-08-26,nimman
M0471,จิราพร หลวงแสน,F,1993,0698308371,2025-01-01,nimman
M0472,สิทธิชัย มอรสิล,M,1992,062 586 4138,2023-08-25,thaphae
M0473,รัชนีกร วงค์ชัย,F,2007,0978667224,2024-11-21,cmu
M0474,อนุชา อินต๊ะ,M,1976,066-513-8302,2024-10-13,nimman
M0475,มณีรัตน์ อุดมศักดิ์,F,1986,0854786665,2023-09-07,thaphae
M0476,วีรภาพ แก้วมณี,M,2008,0929248520,2024-01-31,cmu
M0477,ปกรณ์ คำแสน,M,2005,084 522 2300,2024-02-10,cmu
M0478,สมชาย ปิ่นแก้ว,M,1999,0968013689,2024-09-29,nimman
M0479,พิมพ์ชนก อินทร์แก้ว,F,2008,068 391 9726,2023-12-07,cmu
M0480,ศุภชัย จันทร์หอม,M,2000,096-512-9214,2023-01-08,nimman
M0481,กมลชนก ใจมา,F,2005,095-329-1949,2024-01-22,thaphae
M0482,ธนากร สายสุข,M,2007,+66876190646,2025-04-27,cmu
M0483,ปวีณา บุญมา,F,2006,0826502977,2023-08-04,cmu
M0484,ธิดารัตน์ จันทร์หอม,F,1987,0969459385,2025-08-20,nimman
M0485,มณีรัตน์ จันทร์หอม,F,2001,064 437 5501,2023-01-09,cmu
M0486,ธนวัฒน์ มอรสิล,M,1989,0862138715,2025-08-26,thaphae
M0487,ณัฐวุฒิ นันทะ,M,2006,083 534 2195,2023-09-09,cmu
M0488,จิรายุ สมบูรณ์,M,1979,062 844 5715,2025-06-13,thaphae
M0489,ปวีณา ศักดิ์ดี,F,1990,066-505-1719,2023-11-27,nimman
M0490,อัญชิสา คำมูล,F,1994,+66660332253,2023-11-19,nimman
M0491,ปิยะดา บัวบาน,F,1993,0996234411,2024-01-19,nimman
M0492,ปกรณ์ ศรีสุข,M,2007,+66943089045,2025-05-08,cmu
M0493,อัญชิสา ศรีสุข,F,2006,+66640783431,2025-12-25,cmu
M0494,สมหญิง นันทะ,F,2005,0989825826,2023-01-25,cmu
M0495,วรรณภา คำแสน,F,2008,+66618255683,2023-07-08,cmu
M0496,กมลชนก สุขสวัสดิ์,F,2007,0810916879,2023-02-28,cmu
M0497,ปิยะดา ยอดเมือง,F,2006,0842575506,2024-04-26,cmu
M0498,กัญญาณัฐ สุวรรณรัตน์,F,2000,082-916-2343,2025-08-15,nimman
M0499,วรเมธ วงศ์ใหญ่,M,2006,062-387-6055,2023-12-16,cmu
M0500,เอกชัย สมบูรณ์,M,2002,088-745-8720,2024-12-21,thaphae
M0501,ธิดารัตน์ นันทะ,F,1985,080 304 3553,2024-05-13,nimman
M0502,รัชนีกร บัวบาน,F,2003,091 846 6375,2024-02-06,nimman
M0503,จิรายุ วงศ์ใหญ่,M,2008,0978678907,2023-07-10,cmu
M0504,พงศกร มอรสิล,M,1992,085-954-6535,2023-01-04,nimman
M0505,ธีรภัทร วงค์ชัย,M,2007,0807548357,2024-10-28,cmu
M0506,ปกรณ์ มอรสิล,M,2006,088-196-4237,2025-04-04,cmu
M0507,เอกชัย เชียงทอง,M,2004,+66612431609,2023-02-27,cmu
M0508,พงศกร ยอดเมือง,M,2001,064 821 9793,2024-03-19,thaphae
M0509,อนุชา อินทร์แก้ว,M,2004,092-014-1358,2023-04-19,cmu
M0510,อรอุมา ใจมา,F,1983,061 003 1029,2025-05-26,nimman
M0511,ปกรณ์ คำมูล,M,1994,0675671317,2024-04-24,thaphae
M0512,กฤษดา สุวรรณรัตน์,M,2007,0839294860,2024-07-11,cmu
M0513,กิตติพัฒน์ นันทะ,M,,+66846032084,2025-04-03,nimman
M0514,ปิยะดา คำแสน,F,1997,064 519 6354,2023-06-19,thaphae
M0515,วรเมธ สมบูรณ์,M,1997,0638819144,2025-11-13,thaphae
M0516,กมลชนก สมบูรณ์,F,1978,093 979 5977,2023-07-14,thaphae
M0517,ธิดารัตน์ ปันแก้ว,F,2007,0691391711,2025-05-09,cmu
M0518,ชยพล วงศ์ใหญ่,M,2008,0636458369,2025-04-14,cmu
M0519,ปวีณา แสงทอง,,2001,082 807 5067,2025-03-05,cmu
M0520,กฤษดา ปันแก้ว,,1993,+66895291923,2024-04-10,nimman
M0521,ภูมิพัฒน์ อินต๊ะ,M,1992,0631350090,2024-03-21,nimman
M0522,นพดล มีสุข,M,1992,+66683031519,2024-10-21,nimman
M0523,ธนวัฒน์ หลวงแสน,M,2007,0972722414,2024-01-27,thaphae
M0524,วรรณภา แสงทอง,F,2007,+66882283606,2025-08-09,cmu
M0525,ชยพล กาวิละ,M,2004,067 771 6724,2025-09-26,cmu
M0526,มณีรัตน์ แสงทอง,F,2005,069 296 5346,2024-02-03,cmu
M0527,สมหญิง อินทร์แก้ว,F,2000,+66617948492,2024-04-13,thaphae
M0528,พัชรินทร์ อินต๊ะ,F,2003,+66914980550,2024-12-12,cmu
M0529,กฤษดา มอรสิล,M,2003,0825822869,2025-05-07,cmu
M0530,ชยพล มีสุข,M,1990,090 114 4292,2024-09-07,nimman
M0531,มณีรัตน์ อินต๊ะ,F,2008,+66846433233,2025-01-23,nimman
M0532,ณัฐธิดา วงศ์ใหญ่,F,2008,+66937115375,2024-01-24,nimman
M0533,ชยพล ศรีวิชัย,M,1984,0621763517,2025-03-07,nimman
M0534,ธนากร ปันแก้ว,M,2007,091 039 3947,2025-05-10,cmu
M0535,อรอุมา เชียงทอง,F,1989,+66692869160,2024-01-27,nimman
M0536,พัชรินทร์ ปิ่นแก้ว,F,2006,0972058420,2025-10-30,cmu
M0537,นพดล ศักดิ์ดี,M,1983,088-072-9422,2025-06-24,nimman
M0538,นันทนา ปันแก้ว,,,080 055 7819,2025-10-17,nimman
M0539,นพดล กันยา,M,2005,091 106 6610,2023-04-27,cmu
M0540,ณัฐวุฒิ ศรีวิชัย,M,,087 419 5603,2024-11-23,cmu
M0541,เบญญาภา ธรรมวงศ์,F,1980,0660192045,2024-09-19,nimman
M0542,พงศกร ใจมา,M,1993,+66939308297,2025-08-22,thaphae
M0543,ชยพล มอรสิล,M,1975,093-968-2834,2025-07-31,nimman
M0544,ปวีณา กันยา,,1986,+66805281656,2023-05-04,nimman
M0545,กัญญาณัฐ แก้วมณี,F,2003,081-448-7154,2023-04-21,cmu
M0546,เบญญาภา นันทะ,,2002,+66912961414,2023-06-09,cmu
M0547,ณัฐวุฒิ คำแสน,M,2008,+66960289931,2023-08-06,cmu
M0548,สุภาวดี ยอดเมือง,F,,+66988583483,2025-04-03,thaphae
M0549,วรรณภา สมบูรณ์,F,2007,+66600965054,2024-10-18,nimman
M0550,กิตติพัฒน์ วงศ์ใหญ่,M,2003,+66667614829,2023-03-12,cmu
M0551,วรเมธ ปัญญาดี,M,1994,+66888353362,2023-06-13,nimman
M0552,สมชาย สุวรรณรัตน์,M,2006,081-997-2668,2023-06-21,thaphae
M0553,ณัฐธิดา จันทร์แก้ว,F,1990,+66606538830,2023-05-21,nimman
M0554,ณัฐธิดา มีสุข,F,2007,067 465 3539,2025-02-24,thaphae
M0555,จิราพร ศักดิ์ดี,F,2007,082-549-6446,2025-05-16,cmu
M0556,อนุชา ศรีวิชัย,,2008,086-690-4155,2024-06-04,cmu
M0557,ภาคิน พรหมมา,M,2006,+66995545004,2024-10-16,cmu
M0558,ชนิดา ปิ่นแก้ว,,2004,097-729-6468,2023-09-06,cmu
M0559,พัชรินทร์ คำแสน,F,2002,060 642 3561,2024-11-03,cmu
M0560,สมหญิง บัวบาน,F,1985,0970063247,2023-07-16,nimman
M0561,กฤษดา เชียงทอง,M,2008,096 521 7401,2024-09-08,cmu
M0562,สุภาวดี ปัญญาดี,,2031,0832682758,2023-03-30,nimman
M0563,วรเมธ คำแสน,M,2005,0847513329,2023-08-11,cmu
M0564,อัญชิสา สุขสวัสดิ์,F,1994,0677450251,2023-05-23,thaphae
M0565,ธิดารัตน์ สมบูรณ์,F,1993,+66983668965,2025-08-09,nimman
M0566,นันทนา สายสุข,F,1991,+66995195273,2024-02-10,nimman
M0567,วีรภาพ ไชยวงศ์,M,1989,0658480706,2023-08-02,thaphae
M0568,อรอุมา จันทร์แก้ว,F,2005,081-255-8170,2023-11-15,cmu
M0569,สุภาวดี อินทร์แก้ว,F,,090 380 0809,2025-04-10,nimman
M0570,ศุภชัย ทองดี,M,2006,098 706 6578,2024-08-25,cmu
M0571,รัชนีกร พรหมมา,F,1983,091 582 9109,2023-04-20,thaphae
M0572,เอกชัย วงศ์ใหญ่,,2004,068 987 8769,2023-12-20,cmu
M0573,ศุภชัย อุดมศักดิ์,M,1990,+66981678714,2025-11-08,thaphae
M0574,ศิริพร ไชยวงศ์,F,2005,+66832706873,2025-09-09,cmu
M0575,จิรายุ ปิ่นแก้ว,,2007,0694909207,2024-02-23,cmu
M0576,กัญญาณัฐ ปันแก้ว,F,2005,0862174420,2023-02-28,cmu
M0577,นันทนา ทาคำ,F,2008,0649386638,2025-03-28,nimman
M0578,พัชรินทร์ บัวบาน,F,2008,065 323 0676,2024-08-24,thaphae
M0579,อนุชา คำมูล,M,2002,0691418520,2025-03-18,cmu
M0580,ปวีณา ธรรมวงศ์,F,,0647816311,2023-05-06,thaphae
M0581,ศิริพร มอรสิล,,2005,0995653847,2024-10-24,cmu
M0582,กัญญาณัฐ ยอดเมือง,F,2006,0978778303,2025-04-06,cmu
M0583,ศุภชัย วงศ์ใหญ่,,2007,0974567234,2023-08-10,cmu
M0584,สมชาย ปันแก้ว,M,2000,0884711434,2023-06-23,nimman
M0585,วีรภาพ สุขสวัสดิ์,M,2006,097-368-2833,2024-12-16,cmu
M0586,วีรภาพ เรือนคำ,M,2008,065 840 1239,2023-12-31,cmu
M0587,มณีรัตน์ ดวงดี,F,1989,0887982719,2025-05-09,nimman
M0588,อัญชิสา วงค์ชัย,F,,0624068856,2024-07-16,thaphae
M0589,จิรายุ เชียงทอง,M,1999,090-266-7965,2023-12-30,cmu
M0590,รัชนีกร สุขสวัสดิ์,F,1992,081 665 2514,2023-06-19,thaphae
M0591,นันทนา หลวงแสน,F,,0910792232,2023-09-02,nimman
M0592,จิราพร แก้วมณี,F,2008,090 324 1789,2023-04-03,cmu
M0593,สุภาวดี วงค์ชัย,F,1990,098 506 7211,2025-07-09,thaphae
M0594,นพดล อุดมศักดิ์,M,2002,0907177842,2025-08-23,cmu
M0595,ปิยะดา ดวงดี,F,2004,0617951555,2023-10-26,cmu
M0596,นันทนา ทองดี,F,1998,0677822547,2023-01-11,nimman
M0597,จิรายุ ดวงดี,M,2007,+66915878682,2023-02-20,cmu
M0598,อนุชา หลวงแสน,M,1989,092 022 5025,2024-03-07,thaphae
M0599,ปวีณา ทองดี,F,2004,095 713 8804,2023-10-17,cmu
M0600,ชนิดา ศักดิ์ดี,F,1975,066-932-4548,2023-02-19,nimman
M0601,ธิดารัตน์ หลวงแสน,F,2005,0804633800,2023-06-20,cmu
M0602,กฤษดา วงศ์ใหญ่,M,2004,0820712366,2025-05-25,cmu
M0603,เอกชัย ธรรมวงศ์,M,1994,099-196-2673,2024-01-13,nimman
M0604,กมลชนก แสงทอง,F,1993,+66852863666,2024-02-05,nimman
M0605,ธนากร แสงทอง,M,1983,064-614-6694,2025-09-21,nimman
M0606,ธนากร สมบูรณ์,M,2003,068-083-8540,2023-05-11,cmu
M0607,ภูมิพัฒน์ มอรสิล,,2007,0846698370,2025-07-27,cmu
M0608,ปวีณา อุดมศักดิ์,F,,+66865170914,2025-06-20,cmu
M0609,พัชรินทร์ ใจดี,F,2003,0987168181,2025-08-11,cmu
M0610,ชยพล จันทร์หอม,M,1984,081-430-4212,2023-01-23,nimman
M0611,พิมพ์ชนก สายสุข,F,1994,082-728-4447,2023-01-07,thaphae
M0612,รัชนีกร อินต๊ะ,F,2007,093-835-0324,2024-07-03,cmu
M0613,ปวีณา ยอดเมือง,F,2003,062 203 0916,2024-09-16,cmu
M0614,กมลชนก มีสุข,F,1991,0642194839,2025-08-10,thaphae
M0615,วีรภาพ สมบูรณ์,M,2007,091 390 0400,2023-07-20,cmu
M0616,พัชรินทร์ เรือนคำ,F,1993,+66938018011,2023-02-06,thaphae
M0617,ธนวัฒน์ ไชยวงศ์,M,,068-541-2830,2025-03-09,cmu
M0618,อนุชา คำแสน,M,1964,086 197 3400,2024-08-11,nimman
M0619,ภาคิน ปิ่นแก้ว,M,2007,0615828748,2025-11-24,cmu
M0620,สมชาย ดวงดี,M,1975,0666053422,2025-11-08,thaphae
M0621,สมหญิง ใจดี,F,2006,061-584-0205,2024-02-04,cmu
M0622,พงศกร บัวบาน,M,2007,+66835290950,2023-05-08,cmu
M0623,สมหญิง อุดมศักดิ์,F,1997,082-238-2296,2023-07-28,nimman
M0624,สมชาย เรือนคำ,M,,061-704-6266,2024-12-12,nimman
M0625,พงศกร ปิ่นแก้ว,M,2004,067 782 7139,2023-11-06,cmu
M0626,จิรายุ ธรรมวงศ์,M,2004,090-203-9160,2024-09-07,cmu
M0627,สมหญิง พรหมมา,F,1994,066-667-4930,2025-02-03,nimman
M0628,กฤษดา ศักดิ์ดี,M,1992,064 742 9575,2024-01-29,thaphae
M0629,ธนากร ดวงดี,M,1995,0653866610,2025-03-08,nimman
M0630,ปกรณ์ ศรีวิชัย,M,2008,+66660821815,2024-06-16,cmu
M0631,พงศกร อินต๊ะ,M,1999,091 949 9054,2024-06-29,nimman
M0632,ภูมิพัฒน์ กันยา,M,2007,066-330-2901,2025-07-15,cmu
M0633,ณัฐธิดา ปันแก้ว,F,1992,095-922-1653,2025-01-31,nimman
M0634,สิทธิชัย กันยา,M,2002,062 250 1556,2023-05-05,nimman
M0635,สมชาย อินทร์แก้ว,M,,+66944994988,2023-09-05,cmu
M0636,ธีรภัทร พรหมมา,M,,066-084-5960,2023-07-14,nimman
M0637,มณีรัตน์ ยอดเมือง,F,1988,+66902969362,2024-02-19,nimman
M0638,นพดล ปัญญาดี,M,1998,0832959968,2023-05-02,thaphae
M0639,ภูมิพัฒน์ แสงทอง,M,2006,091 604 7743,2025-07-07,cmu
M0640,ปิยะดา จันทร์หอม,F,1997,080 840 2658,2023-01-29,nimman
M0641,ณัฐธิดา ปิ่นแก้ว,F,1985,0961740376,2023-10-21,nimman
M0642,ภูมิพัฒน์ เชียงทอง,M,,+66857529233,2025-09-02,nimman
M0643,รัชนีกร ศรีสุข,F,2005,+66696117389,2024-12-06,cmu
M0644,สมหญิง อินต๊ะ,F,1981,064-856-1378,2023-04-08,nimman
M0645,วรรณภา บัวบาน,F,2001,+66878138098,2023-06-17,cmu
M0646,ชนิดา อุดมศักดิ์,F,2006,0978466922,2024-02-19,cmu
M0647,ปกรณ์ ไชยวงศ์,M,2008,+66918875240,2023-10-01,thaphae
M0648,รัชนีกร สายสุข,F,2005,+66948783245,2024-01-04,cmu
M0649,กมลชนก ไชยวงศ์,F,,+66690834428,2024-11-29,nimman
M0650,สุภาวดี ปันแก้ว,F,1994,099-173-4728,2024-07-01,thaphae
M0651,รัชนีกร บุญมา,F,1991,064 531 6954,2023-05-22,nimman
M0652,สมชาย ทาคำ,M,1999,082-351-7482,2023-02-26,thaphae
M0653,ชนิดา ปันแก้ว,F,1991,092-326-8228,2024-05-21,thaphae
M0654,พัชรินทร์ แสงทอง,F,2006,0976118521,2023-05-21,cmu
M0655,จิรายุ หลวงแสน,M,1994,096-931-1360,2025-04-11,thaphae
M0656,สมชาย มีสุข,M,2008,0988132100,2024-07-28,cmu
M0657,ธิดารัตน์ แสงทอง,F,1981,0824612403,2025-04-10,nimman
M0658,ณัฐธิดา สุขสวัสดิ์,,2007,+66610432186,2025-01-26,cmu
M0659,สุภาวดี ธรรมวงศ์,F,1988,097 209 0212,2024-03-08,nimman
M0660,ธีรภัทร ศรีวิชัย,M,2006,094 315 9556,2024-03-01,cmu
M0661,ศุภชัย ศรีวิชัย,M,2002,085-746-9688,2025-06-09,cmu
M0662,ธีรภัทร บุญมา,M,2004,0940637120,2023-11-08,nimman
M0663,นพดล ทองดี,M,2007,067-740-7850,2025-02-19,cmu
M0664,ชนิดา ปัญญาดี,F,1999,+66620548328,2025-03-16,nimman
M0665,วรรณภา สายสุข,F,,0867965510,2023-02-19,thaphae
M0666,พงศกร วงศ์ใหญ่,M,2002,093-670-4987,2025-03-15,cmu
M0667,ณัฐธิดา ไชยวงศ์,F,,086-402-9326,2024-12-28,thaphae
M0668,ปกรณ์ เชียงทอง,M,1980,080-642-4132,2024-10-04,thaphae
M0669,สมชาย วงค์ชัย,M,1981,098-971-0892,2023-02-21,thaphae
